                0,               0,               0,              0.000,            111.250
                1,               1,               0,              0.000,            108.750
                2,               2,               0,              0.000,            106.250
                3,               3,               0,              0.000,            103.750
                4,               4,               0,              0.000,            101.250
                5,               5,               0,              0.000,             98.750
                6,               6,               0,              0.000,             96.250
                7,               7,               0,              0.000,             93.750
                8,               8,               0,              0.000,             91.250
                9,               9,               0,              0.000,             88.750
               10,              10,               0,              0.000,             86.250
               11,              11,               0,              0.000,             83.750
               12,              12,               0,              0.000,             81.250
               13,              13,               0,              0.000,             78.750
               14,              14,               0,              0.000,             76.250
               15,              15,               0,              0.000,             73.750
               16,              16,               0,              0.000,             71.250
               17,              17,               0,              0.000,             68.750
               18,              18,               0,              0.000,             66.250
               19,              19,               0,              0.000,             63.750
               20,              20,               0,              0.000,             61.250
               21,              21,               0,              0.000,             58.750
               22,              22,               0,              0.000,             56.250
               23,              23,               0,              0.000,             53.750
               24,              24,               0,              0.000,             51.250
               25,              25,               0,              0.000,             48.750
               26,              26,               0,              0.000,             46.250
               27,              27,               0,              0.000,             43.750
               28,              28,               0,              0.000,             41.250
               29,              29,               0,              0.000,             38.750
               30,              30,               0,              0.000,             36.250
               31,              31,               0,              0.000,             33.750
               32,              32,               0,              0.000,             31.250
               33,              33,               0,              0.000,             28.750
               34,              34,               0,              0.000,             26.250
               35,              35,               0,              0.000,             23.750
               36,              36,               0,              0.000,             21.250
               37,              37,               0,              0.000,             18.750
               38,              38,               0,              0.000,             16.250
               39,              39,               0,              0.000,             13.750
               40,              40,               0,              0.000,             11.250
               41,              41,               0,              0.000,              8.750
               42,              42,               0,              0.000,              6.250
               43,              43,               0,              0.000,              3.750
               44,              44,               0,              0.000,              1.250
               45,              45,               0,              0.000,             -1.250
               46,              46,               0,              0.000,             -3.750
               47,              47,               0,              0.000,             -6.250
               48,              48,               0,              0.000,             -8.750
               49,              49,               0,              0.000,            -11.250
               50,              50,               0,              0.000,            -13.750
               51,              51,               0,              0.000,            -16.250
               52,              52,               0,              0.000,            -18.750
               53,              53,               0,              0.000,            -21.250
               54,              54,               0,              0.000,            -23.750
               55,              55,               0,              0.000,            -26.250
               56,              56,               0,              0.000,            -28.750
               57,              57,               0,              0.000,            -31.250
               58,              58,               0,              0.000,            -33.750
               59,              59,               0,              0.000,            -36.250
               60,              60,               0,              0.000,            -38.750
               61,              61,               0,              0.000,            -41.250
               62,              62,               0,              0.000,            -43.750
               63,              63,               0,              0.000,            -46.250
               64,              64,               0,              0.000,            -48.750
               65,              65,               0,              0.000,            -51.250
               66,              66,               0,              0.000,            -53.750
               67,              67,               0,              0.000,            -56.250
               68,              68,               0,              0.000,            -58.750
               69,              69,               0,              0.000,            -61.250
               70,              70,               0,              0.000,            -63.750
               71,              71,               0,              0.000,            -66.250
               72,              72,               0,              0.000,            -68.750
               73,              73,               0,              0.000,            -71.250
               74,              74,               0,              0.000,            -73.750
               75,              75,               0,              0.000,            -76.250
               76,              76,               0,              0.000,            -78.750
               77,              77,               0,              0.000,            -81.250
               78,              78,               0,              0.000,            -83.750
               79,              79,               0,              0.000,            -86.250
               80,              80,               0,              0.000,            -88.750
               81,              81,               0,              0.000,            -91.250
               82,              82,               0,              0.000,            -93.750
               83,              83,               0,              0.000,            -96.250
               84,              84,               0,              0.000,            -98.750
               85,              85,               0,              0.000,           -101.250
               86,              86,               0,              0.000,           -103.750
               87,              87,               0,              0.000,           -106.250
               88,              88,               0,              0.000,           -108.750
               89,              89,               0,              0.000,           -111.250
