 9.49097521e-01  1.21662827e-02  4.18508780e-01  9.24912373e-01  9.49097521e-01  1.21662827e-02 -9.99764421e-01  9.24912373e-01  9.49097521e-01  1.21662827e-02 -9.99764421e-01  9.24912373e-01  9.49097521e-01  1.21662827e-02  4.18508780e-01  9.24912373e-01  9.49097521e-01  1.21662827e-02 -9.99764421e-01  9.24912373e-01  9.49097521e-01  1.21662827e-02 -9.99764421e-01  9.24912373e-01
 9.63095855e-01  1.52692517e-02  3.87062861e-01  6.87959242e-01  9.63095855e-01  1.52692517e-02 -9.99730530e-01  6.87959242e-01  9.63095855e-01  1.52692517e-02 -9.99730530e-01  6.87959242e-01  9.63095855e-01  1.52692517e-02  3.87062861e-01  6.87959242e-01  9.63095855e-01  1.52692517e-02 -9.99730530e-01  6.87959242e-01  9.63095855e-01  1.52692517e-02 -9.99730530e-01  6.87959242e-01
 9.66128723e-01  3.86623798e-02  4.87643305e-01  1.52602558e+00  9.66128723e-01  3.86623798e-02 -9.99494126e-01  1.52602558e+00  9.66128723e-01  3.86623798e-02 -9.99494126e-01  1.52602558e+00  9.66128723e-01  3.86623798e-02  4.87643305e-01  1.52602558e+00  9.66128723e-01  3.86623798e-02 -9.99494126e-01  1.52602558e+00  9.66128723e-01  3.86623798e-02 -9.99494126e-01  1.52602558e+00
 9.71948843e-01  4.59385621e-02  5.34924985e-01  1.85236231e+00  9.71948843e-01  4.59385621e-02 -9.99393513e-01  1.85236231e+00  9.71948843e-01  4.59385621e-02 -9.99393513e-01  1.85236231e+00  9.71948843e-01  4.59385621e-02  5.34924985e-01  1.85236231e+00  9.71948843e-01  4.59385621e-02 -9.99393513e-01  1.85236231e+00  9.71948843e-01  4.59385621e-02 -9.99393513e-01  1.85236231e+00
 1.04563116e+00  4.64802419e-02  3.79894849e-01  8.88852606e-01  1.04563116e+00  4.64802419e-02 -9.99811326e-01  8.88852606e-01  1.04563116e+00  4.64802419e-02 -9.99811326e-01  8.88852606e-01  1.04563116e+00  4.64802419e-02  3.79894849e-01  8.88852606e-01  1.04563116e+00  4.64802419e-02 -9.99811326e-01  8.88852606e-01  1.04563116e+00  4.64802419e-02 -9.99811326e-01  8.88852606e-01
 9.86270730e-01  5.17393125e-02  4.60565885e-01  1.50288875e+00  9.86270730e-01  5.17393125e-02 -9.99402752e-01  1.50288875e+00  9.86270730e-01  5.17393125e-02 -9.99402752e-01  1.50288875e+00  9.86270730e-01  5.17393125e-02  4.60565885e-01  1.50288875e+00  9.86270730e-01  5.17393125e-02 -9.99402752e-01  1.50288875e+00  9.86270730e-01  5.17393125e-02 -9.99402752e-01  1.50288875e+00
 9.53570892e-01  1.07205712e-02  4.50938645e-01  9.75076151e-01  9.53570892e-01  1.07205712e-02 -9.99555741e-01  9.75076151e-01  9.53570892e-01  1.07205712e-02 -9.99555741e-01  9.75076151e-01  9.53570892e-01  1.07205712e-02  4.50938645e-01  9.75076151e-01  9.53570892e-01  1.07205712e-02 -9.99555741e-01  9.75076151e-01  9.53570892e-01  1.07205712e-02 -9.99555741e-01  9.75076151e-01
 1.04184865e+00  5.37532673e-02  4.23633816e-01  1.21967092e+00  1.04184865e+00  5.37532673e-02 -9.99723053e-01  1.21967092e+00  1.04184865e+00  5.37532673e-02 -9.99723053e-01  1.21967092e+00  1.04184865e+00  5.37532673e-02  4.23633816e-01  1.21967092e+00  1.04184865e+00  5.37532673e-02 -9.99723053e-01  1.21967092e+00  1.04184865e+00  5.37532673e-02 -9.99723053e-01  1.21967092e+00
 1.00507879e+00  5.58962070e-02  5.24080275e-01  1.84989793e+00  1.00507879e+00  5.58962070e-02 -9.98921292e-01  1.84989793e+00  1.00507879e+00  5.58962070e-02 -9.98921292e-01  1.84989793e+00  1.00507879e+00  5.58962070e-02  5.24080275e-01  1.84989793e+00  1.00507879e+00  5.58962070e-02 -9.98921292e-01  1.84989793e+00  1.00507879e+00  5.58962070e-02 -9.98921292e-01  1.84989793e+00
 1.00138650e+00  3.72932714e-02  4.40977481e-01  1.18392686e+00  1.00138650e+00  3.72932714e-02 -9.99911915e-01  1.18392686e+00  1.00138650e+00  3.72932714e-02 -9.99911915e-01  1.18392686e+00  1.00138650e+00  3.72932714e-02  4.40977481e-01  1.18392686e+00  1.00138650e+00  3.72932714e-02 -9.99911915e-01  1.18392686e+00  1.00138650e+00  3.72932714e-02 -9.99911915e-01  1.18392686e+00
